Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,765,398,18110,35748,21156,2595,5833,34645,44127,1779,49.142639517,286.28779262
Situation familiale,Couples sans enfants,68,28,542,916,1345,124,367,1600,1423,8,54.155143897,314.50248098
Situation familiale,Familles monoparentales,25,28,190,638,741,30,273,1408,244,10,45.349273608,230.14164649
Situation familiale,Couples avec enfants,26,15,109,220,366,23,285,320,439,3,46.583662714,231.31093544
Situation maritale,Adultes seuls,790,426,18300,36386,21897,2625,6106,36053,44371,1789,49.064719487,285.13448722
Situation maritale,Adultes avec conjoint à l’AFDR,63,19,329,717,1274,103,514,1253,1252,7,52.868263473,291.04630739
Situation maritale,Adultes avec conjoint au PRB,27,17,287,351,318,36,82,525,511,4,52.023166023,314.12548263
Situation maritale,Adultes avec conjoint hors Assistance sociale,4,7,35,68,119,8,56,142,99,0,52.850622407,297.92946058
Sexe,Hommes,504,216,10171,21977,11860,1505,3637,0,46233,1133,48.085501698,275.91627193
Sexe,Femmes,380,253,8780,15545,11748,1267,3121,37973,0,667,50.612593158,297.62001949
Âge,Moins de 20 ans,0,0,0,0,0,156,8,59,97,156,18.570512821,13.205128205
Âge,De 20 à 24 ans,5,4,505,687,193,250,98,608,1036,1644,23.281021898,69.126520681
Âge,De 25 à 29 ans,40,31,2237,2363,1057,60,381,2122,3666,0,27.079820318,108.56513476
Âge,De 30 à 34 ans,48,31,2375,2422,1206,73,400,2346,3809,0,31.958570268,157.01852153
Âge,De 35 à 39 ans,70,39,2088,2921,1201,94,496,2430,3983,0,37.051769843,201.45407765
Âge,De 40 à 44 ans,74,45,2133,3766,1641,127,587,3111,4675,0,42.077061392,242.83765733
Âge,De 45 à 49 ans,98,47,2160,4082,2040,233,715,3776,4884,0,47.007159353,280.50658199
Âge,De 50 à 54 ans,111,51,2083,4726,3047,313,935,4920,5411,0,52.136482432,317.62830317
Âge,55 ans et plus,438,221,5370,16555,13223,1466,3138,18601,18672,0,60.083867679,360.96289539
Âge,35 ans et moins,106,72,5541,5999,2663,551,988,5585,9347,1800,29.214371819,129.18544066
Âge,36 ans et plus,778,397,13410,31523,20945,2221,5770,32388,36886,0,53.53841268,319.44113232
Scolarité,Primaire,78,61,3193,2154,1686,169,609,3236,4105,282,47.273259774,301.64241929
Scolarité,Secondaire I à IV,286,172,3800,13261,8701,554,1444,11965,14809,323,50.608164637,308.90210652
Scolarité,Secondaire V,186,87,751,8197,4801,455,1220,6976,7501,72,52.750569869,280.75899703
Scolarité,Collégiale,48,25,31,3425,1386,169,556,2520,2564,0,52.893587726,262.17387884
Scolarité,Universitaire,38,14,5,2120,719,93,605,1447,1542,0,54.786216126,246.90699231
Scolarité,Inconnue,248,110,11171,8365,6315,1332,2324,11829,15712,1123,45.266911151,270.05609818
Diplôme maximum obtenu,Aucun diplôme,423,262,7357,17333,11570,830,2675,16932,20843,643,50.133024487,304.78615486
Diplôme maximum obtenu,Secondaire - DES,115,49,303,5929,2915,295,641,4630,4976,33,51.748802832,271.6038934
Diplôme maximum obtenu,Secondaire - DEP,25,11,82,1512,1065,97,96,1373,1419,1,55.541905444,304.21239255
Diplôme maximum obtenu,Secondaire - ASP,4,4,11,144,108,5,17,110,166,0,55.239130435,295.5
Diplôme maximum obtenu,Collégial - AEC,7,4,0,437,258,32,70,372,366,0,54.161246612,247.71409214
Diplôme maximum obtenu,Collégial - DEC général,7,3,6,720,197,23,94,454,502,0,53.015690377,263.5041841
Diplôme maximum obtenu,Collégial - DEC professionnel,8,10,3,719,290,38,88,577,491,0,53.497191011,235.582397
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,260,87,13,52,181,181,0,54.143646409,246.86740331
Diplôme maximum obtenu,Universitaire - Baccalauréat,13,5,2,820,259,42,217,589,552,0,54.818580193,232.41805434
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,5,1,0,134,54,10,52,104,100,0,56.460784314,215.58333333
Diplôme maximum obtenu,Inconnu,276,119,11187,9514,6805,1387,2756,12651,16637,1123,45.8345056,270.41313849
Durée cumulative,Premier mois,0,0,0,0,0,9,0,5,4,7,26.888888889,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,38,2,14,24,29,27.184210526,3.4736842105
Durée cumulative,De 6 à 11 mois,0,0,0,0,2,39,2,13,28,29,29.365853659,9
Durée cumulative,De 12 à 23 mois,0,0,0,6,9,133,6,72,76,90,33.121621622,18.02027027
Durée cumulative,De 24 à 47 mois,1,0,4,21,21,275,28,130,192,198,33.00931677,36.124223602
Durée cumulative,De 48 à 119 mois,86,64,2176,3890,2275,488,1138,3531,5448,1447,34.878382893,92.882726362
Durée cumulative,120 mois et plus,797,405,16771,33605,21301,1790,5582,34208,40461,0,51.076966345,310.82723754
Types de diagnostics,Visuel,884,0,0,0,0,0,123,380,504,5,51.010180995,296.4739819
Types de diagnostics,Auditif et de la parole,0,469,0,0,0,0,71,253,216,4,50.059701493,277.98507463
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18951,0,0,0,839,8780,10171,505,44.614321144,304.3669991
Types de diagnostics,Santé mentale,0,0,0,37522,0,0,3230,15545,21977,687,49.459836896,281.95429348
Types de diagnostics,Physique,0,0,0,0,23608,0,2295,11748,11860,193,52.463783463,285.54367164
Types de diagnostics,Autres,0,0,0,0,0,2772,200,1267,1505,406,49.276695527,208.09559885
Région,01 - Bas-Saint-Laurent,19,11,719,1136,783,74,11,1220,1522,55,50.625091174,305.30889861
Région,02 - Saguenay-Lac-Saint-Jean,32,18,873,1316,1031,113,20,1562,1821,91,49.261010937,304.60478865
Région,03 - Capitale-Nationale,74,29,1491,3425,1613,242,204,3010,3864,108,50.155949956,301.66191446
Région,04 - Mauricie,34,22,954,1855,1131,118,67,1912,2202,64,49.95405931,303.94287798
Région,05 - Estrie,64,32,1546,2602,1676,212,215,2768,3364,130,49.160469667,287.487606
Région,06 - Montréal,237,143,3519,10547,5756,638,4431,8978,11862,390,49.937236084,281.01367562
Région,07 - Outaouais,44,24,912,1670,1159,170,192,1872,2107,85,49.084945966,275.6765519
Région,08 - Abitibi-Témiscamingue,18,8,429,568,448,62,7,706,827,21,49.950424005,304.68623614
Région,09 - Côte-Nord,11,5,235,328,256,25,5,373,487,12,49.637209302,310.9744186
Région,10 - Nord-du-Québec,3,0,45,102,73,13,1,87,149,1,44.453389831,248.78813559
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,394,526,480,51,10,683,796,25,50.500338066,313.06355646
Région,12 - Chaudière-Appalaches,33,15,1113,1509,1003,141,42,1759,2055,77,49.199528055,291.5650236
Région,13 - Laval,32,22,740,1271,861,93,582,1383,1636,101,47.72938059,256.72938059
Région,14 - Lanaudière,51,23,1157,1800,1392,185,122,2118,2490,143,47.495876736,276.01106771
Région,15 - Laurentides,34,23,1302,2384,1632,201,160,2601,2975,143,48.331958393,276.31061693
Région,16 - Montérégie,131,71,2798,5184,3436,319,630,5555,6384,297,48.137867493,276.52860374
Région,17 - Centre-du-Québec,46,15,684,1266,859,110,53,1350,1630,56,49.578187919,289.01442953
Région,Région inconnue,1,0,40,33,19,5,6,36,62,1,49.418367347,321.52040816
