Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,759,396,17999,35622,21149,2533,5777,34530,43928,1737,49.158887558,286.17176069
Situation familiale,Couples sans enfants,67,28,539,909,1344,125,363,1593,1419,9,54.16002656,315.01029216
Situation familiale,Familles monoparentales,26,25,187,631,740,28,277,1400,237,10,45.294441051,229.79413561
Situation familiale,Couples avec enfants,27,15,111,222,364,20,287,317,442,3,46.558629776,231.06192358
Situation maritale,Adultes seuls,785,421,18186,36253,21889,2561,6054,35930,44165,1747,49.079905113,285.01950184
Situation maritale,Adultes avec conjoint à l’AFDR,64,21,334,733,1294,106,534,1279,1273,7,52.797805643,290.24960815
Situation maritale,Adultes avec conjoint au PRB,27,17,289,344,320,35,78,523,509,5,52.012596899,314.35949612
Situation maritale,Adultes avec conjoint hors Assistance sociale,3,5,27,54,94,4,38,108,79,0,53.748663102,315.78074866
Sexe,Hommes,501,214,10123,21874,11853,1461,3600,0,46026,1121,48.101681658,275.93770912
Sexe,Femmes,378,250,8713,15510,11744,1245,3104,37840,0,638,50.623546512,297.37090381
Âge,Moins de 20 ans,0,0,0,0,0,151,10,57,94,151,18.602649007,13.900662252
Âge,De 20 à 24 ans,5,4,491,673,195,240,95,581,1027,1608,23.28358209,69.109452736
Âge,De 25 à 29 ans,40,31,2242,2340,1053,56,374,2123,3639,0,27.072023603,108.39378688
Âge,De 30 à 34 ans,50,32,2360,2400,1201,71,402,2331,3783,0,31.957965325,157.03532875
Âge,De 35 à 39 ans,67,37,2071,2901,1198,93,486,2415,3952,0,37.045390294,201.2944872
Âge,De 40 à 44 ans,70,43,2134,3762,1655,127,586,3122,4669,0,42.067642151,242.69926839
Âge,De 45 à 49 ans,100,46,2139,4056,2029,223,708,3743,4850,0,47.00674968,280.32898871
Âge,De 50 à 54 ans,111,52,2075,4713,3044,310,929,4919,5386,0,52.129742843,317.42037846
Âge,55 ans et plus,436,219,5324,16539,13222,1435,3114,18549,18626,0,60.071311365,360.52513786
Âge,35 ans et moins,106,72,5508,5953,2665,528,980,5538,9294,1759,29.228964401,129.29288026
Âge,36 ans et plus,773,392,13328,31431,20932,2178,5724,32302,36732,0,53.53882145,319.1927456
Scolarité,Primaire,78,59,3176,2138,1676,162,597,3212,4077,265,47.336534504,302.23528605
Scolarité,Secondaire I à IV,285,171,3773,13215,8705,544,1432,11949,14744,325,50.632375529,308.83310231
Scolarité,Secondaire V,183,89,741,8175,4795,447,1217,6961,7469,70,52.781288981,280.84753985
Scolarité,Collégiale,48,23,31,3407,1385,168,553,2516,2546,0,52.916633742,262.39055709
Scolarité,Universitaire,37,13,5,2109,723,91,599,1439,1539,0,54.754197448,247.19879113
Scolarité,Inconnue,248,109,11110,8340,6313,1294,2306,11763,15651,1099,45.246990589,269.53892172
Diplôme maximum obtenu,Aucun diplôme,422,260,7307,17274,11567,813,2654,16892,20751,625,50.170098026,304.86015992
