Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,742,381,17706,35458,20308,2829,6123,33655,43769,1894,48.762592994,283.96081318
Situation familiale,Couples sans enfants,65,25,549,874,1314,112,401,1616,1323,8,53.971078598,311.5610752
Situation familiale,Familles monoparentales,26,30,205,607,700,43,251,1368,243,2,45.387337058,229.93916822
Situation familiale,Couples avec enfants,29,14,119,225,390,21,292,327,471,4,46.642857143,232.42230576
Situation maritale,Adultes seuls,768,411,17911,36065,21008,2872,6374,35023,44012,1896,48.693793889,282.85966977
Situation maritale,Adultes avec conjoint à l’AFDR,61,14,285,595,1125,87,514,1077,1090,6,53.107060452,287.70373789
Situation maritale,Adultes avec conjoint au PRB,21,18,291,337,313,26,78,508,498,0,52.296222664,319.49403579
Situation maritale,Adultes avec conjoint hors Assistance sociale,12,7,92,167,266,20,101,358,206,6,49.909574468,277.10283688
Sexe,Hommes,490,218,9971,22159,11303,1665,3780,0,45806,1260,47.646159892,273.77454919
Sexe,Femmes,372,232,8608,15005,11409,1340,3287,36966,0,648,50.367256398,295.31050154
Âge,Moins de 20 ans,0,0,0,1,0,280,20,95,186,281,18.505338078,12.192170819
Âge,De 20 à 24 ans,6,2,421,590,156,452,115,553,1074,1627,23.137676706,67.193607867
Âge,De 25 à 29 ans,35,27,2170,2670,959,65,403,2156,3770,0,27.061930476,108.03577455
Âge,De 30 à 34 ans,49,36,2489,2679,1292,82,440,2509,4118,0,31.999396409,157.68266184
Âge,De 35 à 39 ans,72,44,2140,2909,1222,94,512,2458,4023,0,37.073599753,202.46875482
Âge,De 40 à 44 ans,85,34,2123,3704,1586,132,608,3014,4650,0,42.104253653,243.84746868
Âge,De 45 à 49 ans,87,57,2148,4311,2087,231,746,3848,5073,0,47.025221388,280.14000673
Âge,De 50 à 54 ans,107,49,1995,4567,2836,305,930,4690,5169,0,52.145958008,318.04412212
Âge,55 ans et plus,421,201,5093,15733,12574,1364,3293,17643,17743,0,60.264002713,362.9474651
Âge,35 ans et moins,99,70,5517,6462,2640,893,1058,5769,9912,1908,29.205662904,129.1357694
Âge,36 ans et plus,763,380,13062,30702,20072,2112,6009,31197,35894,0,53.455485833,319.44652785
Scolarité,Primaire,80,57,3250,2282,1641,216,671,3261,4265,355,46.041854903,288.74209407
Scolarité,Secondaire I à IV,278,166,3885,13029,8334,572,1497,11604,14660,291,50.28358209,308.46181084
Scolarité,Secondaire V,180,82,753,8205,4726,471,1276,6855,7562,49,52.703128251,280.61309565
Scolarité,Collégiale,48,24,31,3450,1386,183,567,2547,2575,3,52.86255369,261.15286997
Scolarité,Universitaire,38,15,7,2064,743,89,649,1442,1514,0,54.73308525,244.20060893
Scolarité,Inconnue,238,106,10653,8134,5882,1474,2407,11257,15230,1210,44.732246007,267.20164609
Diplôme maximum obtenu,Aucun diplôme,422,245,7494,17194,11103,900,2803,16491,20867,666,49.604020558,301.73331013
Diplôme maximum obtenu,Secondaire - DES,106,50,311,6012,2912,305,680,4647,5049,28,51.728754125,271.55971535
Diplôme maximum obtenu,Secondaire - DEP,23,11,77,1489,1069,102,107,1357,1414,2,55.803320101,304.43666546
Diplôme maximum obtenu,Secondaire - ASP,3,4,13,136,91,4,15,100,151,0,55.605577689,308.24701195
Diplôme maximum obtenu,Collégial - AEC,8,4,1,446,258,34,69,388,363,0,54.090545939,248.58055925
Diplôme maximum obtenu,Collégial - DEC général,7,3,7,726,201,21,108,462,503,0,53.185492228,264.55647668
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,5,743,300,44,96,601,508,1,53.631199279,234.31379621
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,241,87,11,58,173,169,0,53.66374269,242.26315789
Diplôme maximum obtenu,Universitaire - Baccalauréat,11,5,4,826,270,42,234,600,558,0,54.69343696,230.02331606
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,5,2,0,132,58,10,59,105,102,0,56.309178744,211.84541063
Diplôme maximum obtenu,Inconnu,267,116,10667,9219,6363,1532,2838,12042,16122,1211,45.317852578,267.57197131
Durée cumulative,Premier mois,0,0,0,0,0,8,1,2,6,7,23.25,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,48,2,16,32,45,20.125,3.5416666667
Durée cumulative,De 6 à 11 mois,0,0,0,2,1,100,10,45,58,88,23.233009709,8.6699029126
Durée cumulative,De 12 à 23 mois,0,0,0,0,0,179,11,63,116,144,26.223463687,17.51396648
Durée cumulative,De 24 à 47 mois,1,0,4,22,22,296,27,154,191,226,31.330434783,36.744927536
Durée cumulative,De 48 à 119 mois,94,52,2078,3983,2229,691,1315,3602,5525,1398,34.914977539,93.050180782
Durée cumulative,120 mois et plus,767,398,16497,33157,20460,1683,5701,33084,39878,0,50.802321757,309.62436611
Types de diagnostics,Visuel,862,0,0,0,0,0,139,372,490,6,51.049883991,298.05916473
Types de diagnostics,Auditif et de la parole,0,450,0,0,0,0,77,232,218,2,49.691111111,275.32222222
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18579,0,0,0,914,8608,9971,421,44.461542602,302.84498627
Types de diagnostics,Santé mentale,0,0,0,37164,0,0,3313,15005,22159,591,49.043994188,280.13604564
Types de diagnostics,Physique,0,0,0,0,22712,0,2389,11409,11303,156,52.464071856,285.40586474
Types de diagnostics,Autres,0,0,0,0,0,3005,235,1340,1665,732,45.824958403,185.18202995
Région,01 - Bas-Saint-Laurent,16,8,696,1099,730,89,15,1152,1486,60,50.16944655,302.09818044
Région,02 - Saguenay-Lac-Saint-Jean,28,15,831,1280,989,122,22,1518,1747,84,48.993568147,301.51730475
Région,03 - Capitale-Nationale,70,25,1424,3334,1590,252,229,2894,3801,131,49.768483943,299.58954444
Région,04 - Mauricie,33,19,948,1807,1070,116,70,1831,2162,68,49.455046331,301.64588029
Région,05 - Estrie,59,29,1507,2581,1606,230,238,2673,3339,127,48.859115103,286.59680639
Région,06 - Montréal,227,140,3461,10304,5521,657,4492,8685,11625,373,49.731905465,280.40221566
Région,07 - Outaouais,47,21,879,1714,1087,183,198,1827,2104,86,48.812261511,274.39735436
Région,08 - Abitibi-Témiscamingue,17,8,421,539,415,65,9,675,790,31,49.337201365,301.96587031
Région,09 - Côte-Nord,11,5,224,310,225,29,7,348,456,13,49.182835821,309.83084577
Région,10 - Nord-du-Québec,3,0,43,95,65,14,1,90,130,4,44.609090909,248.15454545
Région,11 - Gaspésie-Îles-de-la-Madeleine,21,8,373,524,463,55,10,666,778,24,50.192520776,307.94736842
Région,12 - Chaudière-Appalaches,31,16,1059,1515,954,163,44,1698,2040,98,48.794810059,288.09657571
Région,13 - Laval,40,25,767,1322,904,113,693,1458,1713,107,47.733522548,251.0097761
Région,14 - Lanaudière,44,24,1152,1836,1402,222,136,2110,2570,173,46.928632479,271.20363248
Région,15 - Laurentides,34,21,1297,2389,1555,224,163,2552,2968,156,47.748913043,275.1990942
Région,16 - Montérégie,133,71,2776,5243,3287,356,680,5462,6404,303,47.753413113,273.63028822
Région,17 - Centre-du-Québec,47,15,682,1230,828,109,55,1279,1632,63,49.017863277,287.33390587
Région,Région inconnue,1,0,39,42,21,6,5,48,61,7,48.52293578,306.7706422
