Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,750,390,17893,35695,20732,2679,6054,34168,43971,1795,48.939812386,285.21519344
Situation familiale,Couples sans enfants,67,25,554,889,1339,120,408,1634,1360,8,54.050434202,311.62925852
Situation familiale,Familles monoparentales,27,29,213,623,690,37,256,1375,244,9,45.066707844,227.53428042
Situation familiale,Couples avec enfants,28,15,103,225,389,24,285,313,471,5,46.786989796,231.99362245
Situation maritale,Adultes seuls,777,419,18106,36318,21422,2716,6310,35543,44215,1804,48.861192608,284.04433411
Situation maritale,Adultes avec conjoint à l’AFDR,66,18,287,641,1189,93,524,1144,1150,8,53.141238012,288.19311247
Situation maritale,Adultes avec conjoint au PRB,20,16,291,332,327,28,81,513,501,0,52.108481262,317.01972387
Situation maritale,Adultes avec conjoint hors Assistance sociale,9,6,79,141,212,23,88,290,180,5,50.561702128,281.54893617
Sexe,Hommes,495,217,10062,22191,11522,1559,3740,0,46046,1147,47.832732485,274.8346219
Sexe,Femmes,377,242,8701,15241,11628,1301,3263,37490,0,670,50.49541211,296.47036543
Âge,Moins de 20 ans,0,0,0,0,0,183,11,62,121,183,18.513661202,11.732240437
Âge,De 20 à 24 ans,8,6,446,628,179,367,104,608,1026,1634,23.208078335,68.253977968
Âge,De 25 à 29 ans,35,28,2186,2619,1021,61,407,2151,3799,0,27.074789916,108.43042017
Âge,De 30 à 34 ans,47,33,2459,2615,1248,78,423,2450,4030,0,31.995216049,157.53055556
Âge,De 35 à 39 ans,76,45,2136,2915,1210,100,524,2459,4023,0,37.07914224,202.35066338
Âge,De 40 à 44 ans,81,32,2128,3747,1641,130,587,3071,4688,0,42.133909009,243.64518624
Âge,De 45 à 49 ans,85,56,2165,4188,2042,231,729,3802,4965,0,47.032280141,280.3857648
Âge,De 50 à 54 ans,110,50,2007,4629,2941,299,953,4790,5246,0,52.13969709,317.78607015
Âge,55 ans et plus,430,209,5236,16091,12868,1411,3265,18097,18148,0,60.228307353,362.54802042
Âge,35 ans et moins,105,75,5546,6347,2684,705,1023,5740,9722,1817,29.249708964,129.63892123
Âge,36 ans et plus,767,384,13217,31085,20466,2155,5980,31750,36324,0,53.519992949,319.72900079
