Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,751,390,17852,35653,20605,2706,6072,33995,43962,1820,48.894826635,284.95825904
Situation familiale,Couples sans enfants,66,25,554,868,1322,116,399,1617,1334,7,54.056252118,312.43815656
Situation familiale,Familles monoparentales,26,29,206,624,698,38,252,1382,239,7,45.273288094,228.75755706
Situation familiale,Couples avec enfants,29,14,111,229,389,24,286,322,474,4,46.655778894,231.59547739
Situation maritale,Adultes seuls,777,419,18058,36277,21303,2744,6324,35377,44201,1827,48.821056071,283.81345347
Situation maritale,Adultes avec conjoint à l’AFDR,64,15,291,611,1164,88,513,1111,1122,6,53.124496193,289.10076131
Situation maritale,Adultes avec conjoint au PRB,21,18,292,325,314,28,80,505,493,0,52.270541082,318.39278557
Situation maritale,Adultes avec conjoint hors Assistance sociale,10,6,82,161,233,24,92,323,193,5,50.125968992,277.20348837
Sexe,Hommes,498,221,10045,22209,11458,1578,3745,0,46009,1174,47.800930253,274.6819318
Sexe,Femmes,374,237,8678,15165,11556,1306,3264,37316,0,664,50.446644871,296.22202272
Âge,Moins de 20 ans,0,0,0,0,0,197,12,73,124,197,18.52284264,11.771573604
Âge,De 20 à 24 ans,9,4,444,621,172,391,111,591,1050,1641,23.186471664,67.856794637
Âge,De 25 à 29 ans,36,29,2190,2627,1017,65,411,2170,3794,0,27.068745808,108.32897384
Âge,De 30 à 34 ans,46,35,2462,2652,1240,78,424,2468,4045,0,32.006909258,157.693536
Âge,De 35 à 39 ans,72,45,2129,2910,1218,98,514,2455,4017,0,37.069839308,202.30639679
Âge,De 40 à 44 ans,85,34,2141,3733,1624,127,599,3055,4689,0,42.118930785,244.14888946
Âge,De 45 à 49 ans,87,56,2154,4243,2054,228,726,3812,5010,0,47.034572659,280.07685332
Âge,De 50 à 54 ans,107,49,2011,4582,2916,302,951,4761,5206,0,52.148389686,317.79943815
Âge,55 ans et plus,430,206,5192,16006,12773,1398,3261,17931,18074,0,60.251520622,362.90784613
Âge,35 ans et moins,102,72,5554,6385,2664,748,1031,5762,9763,1838,29.239742351,129.56779388
Âge,36 ans et plus,770,386,13169,30989,20350,2136,5978,31554,36246,0,53.507271386,319.76581121
Scolarité,Primaire,79,58,3263,2262,1670,197,668,3277,4252,357,46.360871298,291.79784832
Scolarité,Secondaire I à IV,282,170,3885,13158,8464,549,1483,11751,14757,278,50.39267391,309.15474574
Scolarité,Secondaire V,182,84,761,8242,4768,466,1258,6913,7590,59,52.745294077,280.91698269
Scolarité,Collégiale,48,23,29,3446,1383,183,569,2547,2565,0,52.889280125,261.65062598
Scolarité,Universitaire,41,15,7,2072,736,90,640,1435,1526,0,54.796352584,244.84768659
Scolarité,Inconnue,240,108,10778,8194,5993,1399,2391,11393,15319,1144,44.897162324,268.15479934
Diplôme maximum obtenu,Aucun diplôme,423,250,7511,17317,11278,855,2778,16689,20945,663,49.770181219,302.95700696
Diplôme maximum obtenu,Secondaire - DES,110,51,314,6020,2918,304,667,4670,5047,28,51.740866523,271.88854585
Diplôme maximum obtenu,Secondaire - DEP,23,12,79,1498,1080,102,105,1360,1434,3,55.724409449,304.14173228
Diplôme maximum obtenu,Secondaire - ASP,3,4,12,139,98,4,17,101,159,0,55.538461538,306.71538462
Diplôme maximum obtenu,Collégial - AEC,8,4,0,438,253,35,69,382,356,0,54.094850949,247.58672087
Diplôme maximum obtenu,Collégial - DEC général,8,3,6,730,202,20,107,468,501,0,53.270381837,264.70072239
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,5,731,300,43,96,588,508,0,53.625,234.88047445
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,247,86,12,57,178,170,0,53.810344828,243.33045977
Diplôme maximum obtenu,Universitaire - Baccalauréat,12,5,4,830,265,42,233,594,564,0,54.695164076,230.0984456
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,6,2,0,135,57,10,58,106,104,0,56.49047619,214.38095238
Diplôme maximum obtenu,Inconnu,269,117,10792,9289,6477,1457,2822,12180,16221,1144,45.475476216,268.50896095
Durée cumulative,Premier mois,0,0,0,0,0,6,0,4,2,6,18,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,45,4,23,22,38,23.577777778,3.7111111111
Durée cumulative,De 6 à 11 mois,0,0,0,0,0,65,2,23,42,52,26,8.4923076923
Durée cumulative,De 12 à 23 mois,0,0,0,1,1,131,7,49,84,102,27.338345865,16.902255639
Durée cumulative,De 24 à 47 mois,1,1,5,19,23,288,30,154,183,218,31.893175074,36.676557864
Durée cumulative,De 48 à 119 mois,96,53,2112,3961,2251,640,1273,3612,5501,1422,34.85185998,92.781850104
Durée cumulative,120 mois et plus,775,404,16606,33393,20739,1709,5693,33451,40175,0,50.890880939,310.09165241
Types de diagnostics,Visuel,872,0,0,0,0,0,141,374,498,9,51.096330275,296.93004587
Types de diagnostics,Auditif et de la parole,0,458,0,0,0,0,77,237,221,4,49.541484716,274.58951965
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18723,0,0,0,898,8678,10045,444,44.517117983,303.41777493
Types de diagnostics,Santé mentale,0,0,0,37374,0,0,3314,15165,22209,621,49.146037352,280.75726441
Types de diagnostics,Physique,0,0,0,0,23014,0,2361,11556,11458,172,52.487442426,285.62835665
Types de diagnostics,Autres,0,0,0,0,0,2884,218,1306,1578,588,47.250346741,194.04056865
Région,01 - Bas-Saint-Laurent,17,9,700,1110,745,86,14,1160,1507,57,50.376827897,304.54068241
Région,02 - Saguenay-Lac-Saint-Jean,29,17,845,1303,986,114,23,1530,1764,73,49.138129933,303.57134183
Région,03 - Capitale-Nationale,70,27,1439,3359,1593,248,228,2918,3818,125,49.898159145,300.59382423
Région,04 - Mauricie,35,19,947,1818,1079,114,70,1845,2167,64,49.717347956,302.61540379
Région,05 - Estrie,58,31,1522,2604,1636,227,235,2712,3366,123,49.034221783,287.69874959
Région,06 - Montréal,230,141,3491,10429,5596,641,4488,8812,11716,380,49.827552611,281.10726812
Région,07 - Outaouais,45,22,889,1700,1109,176,192,1837,2104,81,48.910936311,275.31337224
Région,08 - Abitibi-Témiscamingue,17,8,419,546,429,64,8,692,791,32,49.535401214,302.08833446
Région,09 - Côte-Nord,11,5,226,315,228,28,7,353,460,13,49.159901599,310.07872079
Région,10 - Nord-du-Québec,3,0,44,95,66,14,1,89,133,4,45.027027027,252.12162162
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,376,527,477,55,10,669,794,25,50.142173616,307.36226931
Région,12 - Chaudière-Appalaches,32,16,1078,1515,971,155,41,1707,2060,89,48.891691001,288.94106716
Région,13 - Laval,40,24,757,1305,904,107,668,1442,1695,112,47.672935926,251.64042078
Région,14 - Lanaudière,48,22,1143,1827,1399,200,133,2107,2532,157,47.01573615,272.24660487
Région,15 - Laurentides,35,24,1312,2388,1589,210,163,2585,2973,143,47.971032746,275.87081684
Région,16 - Montérégie,136,70,2802,5248,3356,333,668,5510,6435,293,47.863457514,274.57388028
Région,17 - Centre-du-Québec,45,15,695,1250,830,107,55,1305,1637,62,49.06832087,287.08837525
Région,Région inconnue,1,0,38,35,21,5,5,43,57,5,49.72,321.71
