Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,751,391,17921,35752,20813,2671,6051,34263,44036,1790,48.954635436,285.21809985
Situation familiale,Couples sans enfants,67,24,554,901,1330,118,404,1635,1359,7,54.054108216,312.01235805
Situation familiale,Familles monoparentales,27,30,213,616,679,37,250,1359,243,9,44.947565543,226.82958801
Situation familiale,Couples avec enfants,28,15,101,226,389,24,287,313,470,5,46.816091954,231.88761175
Situation maritale,Adultes seuls,778,421,18134,36368,21492,2708,6301,35622,44279,1799,48.874294439,284.04742118
Situation maritale,Adultes avec conjoint à l’AFDR,66,16,287,652,1189,93,526,1150,1153,8,53.212331741,289.46287451
Situation maritale,Adultes avec conjoint au PRB,20,15,293,332,325,27,79,513,499,0,51.975296443,315.99901186
Situation maritale,Adultes avec conjoint hors Assistance sociale,9,8,75,143,205,22,86,285,177,4,50.536796537,279.88961039
Sexe,Hommes,496,219,10079,22206,11556,1552,3731,0,46108,1152,47.839203609,274.80402533
Sexe,Femmes,377,241,8710,15289,11655,1298,3261,37570,0,659,50.514506255,296.53292521
Âge,Moins de 20 ans,0,0,0,0,0,177,10,60,117,177,18.497175141,11.598870056
Âge,De 20 à 24 ans,7,6,451,635,182,353,107,599,1035,1634,23.219094247,68.429620563
Âge,De 25 à 29 ans,37,27,2189,2611,1027,60,406,2160,3791,0,27.077129894,108.41808099
Âge,De 30 à 34 ans,45,33,2449,2609,1245,79,412,2441,4019,0,31.995510836,157.4495356
Âge,De 35 à 39 ans,75,45,2134,2922,1206,102,528,2457,4027,0,37.082202344,202.39882788
Âge,De 40 à 44 ans,82,33,2130,3741,1641,131,582,3068,4690,0,42.131863882,243.59564321
Âge,De 45 à 49 ans,84,56,2168,4203,2041,232,734,3805,4979,0,47.025159381,280.21357013
Âge,De 50 à 54 ans,112,49,2011,4650,2949,301,948,4813,5259,0,52.133836378,317.8275417
Âge,55 ans et plus,431,211,5257,16124,12920,1415,3265,18167,18191,0,60.209527477,362.24476044
Âge,35 ans et moins,105,74,5535,6337,2694,684,1018,5724,9705,1811,29.249206041,129.5732063
Âge,36 ans et plus,768,386,13254,31158,20517,2166,5974,31846,36403,0,53.514542338,319.59766443
Scolarité,Primaire,77,58,3258,2240,1693,191,663,3277,4240,338,46.612478382,294.45749634
Scolarité,Secondaire I à IV,280,170,3878,13216,8515,545,1485,11808,14796,271,50.423432567,308.99797023
Scolarité,Secondaire V,184,84,763,8264,4808,479,1264,6990,7592,68,52.724111919,280.3557811
Scolarité,Collégiale,47,23,29,3454,1386,184,566,2547,2576,0,52.885613898,261.67655671
Scolarité,Universitaire,41,14,7,2093,740,90,634,1452,1533,0,54.714237856,244.19162479
Scolarité,Inconnue,244,111,10854,8228,6069,1361,2380,11496,15371,1134,44.987196189,268.72214985
Diplôme maximum obtenu,Aucun diplôme,419,252,7502,17358,11378,852,2779,16799,20962,643,49.848865231,303.34021874
Diplôme maximum obtenu,Secondaire - DES,108,49,313,6011,2933,310,668,4673,5051,31,51.723056355,271.32198684
Diplôme maximum obtenu,Secondaire - DEP,25,12,79,1514,1075,103,105,1365,1443,3,55.658831909,303.65562678
Diplôme maximum obtenu,Secondaire - ASP,4,4,12,144,101,4,17,106,163,0,55.568773234,303.85501859
Diplôme maximum obtenu,Collégial - AEC,8,4,0,445,262,34,71,387,366,0,54.038512616,247.83930943
Diplôme maximum obtenu,Collégial - DEC général,8,3,6,729,197,22,106,464,501,0,53.096373057,263.73056995
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,5,734,299,43,95,589,509,0,53.520947177,234.13661202
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,250,88,13,56,182,172,0,53.827683616,243.3700565
Diplôme maximum obtenu,Universitaire - Baccalauréat,12,5,4,837,268,41,228,602,565,0,54.673521851,230.28277635
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,6,1,0,135,57,10,56,104,105,0,56.435406699,213.53110048
Diplôme maximum obtenu,Inconnu,273,120,10868,9338,6553,1418,2811,12299,16271,1134,45.562303115,269.04140707
Durée cumulative,Premier mois,0,0,0,0,0,6,0,3,3,5,23,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,45,3,17,28,39,23.2,3.3111111111
Durée cumulative,De 6 à 11 mois,0,0,0,0,0,62,2,28,34,44,28.306451613,8.7741935484
Durée cumulative,De 12 à 23 mois,0,0,1,2,1,113,6,40,77,87,28.829059829,17.042735043
Durée cumulative,De 24 à 47 mois,1,0,4,21,26,279,28,146,185,213,31.694864048,36.335347432
Durée cumulative,De 48 à 119 mois,91,56,2116,3969,2284,621,1249,3621,5516,1423,34.915180037,92.649666192
Durée cumulative,120 mois et plus,781,404,16668,33503,20900,1724,5704,33715,40265,0,50.929697215,310.22095161
Types de diagnostics,Visuel,873,0,0,0,0,0,137,377,496,7,51.117983963,297.57044674
Types de diagnostics,Auditif et de la parole,0,460,0,0,0,0,75,241,219,6,49.706521739,274.31956522
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18789,0,0,0,882,8710,10079,451,44.565117888,304.12549896
Types de diagnostics,Santé mentale,0,0,0,37495,0,0,3312,15289,22206,635,49.184157888,280.65998133
Types de diagnostics,Physique,0,0,0,0,23211,0,2375,11655,11556,182,52.485674896,285.42251519
Types de diagnostics,Autres,0,0,0,0,0,2850,211,1298,1552,530,47.849122807,197.52210526
Région,01 - Bas-Saint-Laurent,17,9,695,1100,750,83,12,1171,1483,53,50.416729465,304.3345893
Région,02 - Saguenay-Lac-Saint-Jean,28,18,858,1310,1000,114,23,1537,1791,77,49.119891827,303.41977163
Région,03 - Capitale-Nationale,71,27,1439,3379,1604,251,226,2944,3827,113,49.930734013,300.77891006
