Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,744,385,17628,35362,20137,2939,6151,33501,43694,2009,48.66238746,283.56060626
Situation familiale,Couples sans enfants,62,27,543,876,1323,112,427,1619,1324,8,54.105334692,311.37172953
Situation familiale,Familles monoparentales,28,31,211,602,673,43,238,1345,243,3,45.083123426,228.74622166
Situation familiale,Couples avec enfants,29,13,113,218,367,21,273,309,452,4,46.467805519,230.09067017
Situation maritale,Adultes seuls,772,416,17839,35964,20810,2982,6389,34846,43937,2012,48.59024155,282.45573284
Situation maritale,Adultes avec conjoint à l’AFDR,59,15,269,583,1085,84,504,1037,1058,7,53.21575179,287.50644391
Situation maritale,Adultes avec conjoint au PRB,21,18,290,332,322,27,88,511,499,0,52.587128713,318.64356436
Situation maritale,Adultes avec conjoint hors Assistance sociale,11,7,97,179,283,22,108,380,219,5,50.07345576,279.31552588
Sexe,Hommes,491,220,9912,22158,11197,1735,3785,0,45713,1325,47.548902938,273.51764268
Sexe,Femmes,372,236,8583,14900,11303,1380,3304,36774,0,699,50.282155871,294.79697612
Âge,Moins de 20 ans,0,0,0,2,0,332,29,118,216,334,18.491017964,11.98502994
Âge,De 20 à 24 ans,6,2,408,576,156,542,118,581,1109,1690,23.04556213,65.99112426
Âge,De 25 à 29 ans,33,28,2171,2708,934,63,400,2154,3783,0,27.058952333,108.23126158
Âge,De 30 à 34 ans,49,36,2479,2724,1281,85,453,2523,4131,0,31.996242861,158.06462278
Âge,De 35 à 39 ans,72,48,2161,2893,1216,89,516,2439,4040,0,37.051551165,202.53279827
Âge,De 40 à 44 ans,84,35,2089,3692,1592,136,615,3023,4605,0,42.095568956,244.22299423
Âge,De 45 à 49 ans,86,53,2174,4339,2086,223,736,3818,5143,0,47.025108805,280.89632853
Âge,De 50 à 54 ans,111,47,1989,4565,2784,297,927,4672,5121,0,52.129480241,318.21209027
Âge,55 ans et plus,422,207,5024,15559,12451,1348,3295,17446,17565,0,60.293793379,363.48036331
Âge,35 ans et moins,97,72,5497,6550,2623,1037,1084,5842,10034,2024,29.151549509,128.76146384
Âge,36 ans et plus,766,384,12998,30508,19877,2078,6005,30932,35679,0,53.442659621,319.76638994
Scolarité,Primaire,80,60,3255,2278,1628,237,670,3262,4276,356,45.870920669,287.62390555
Scolarité,Secondaire I à IV,279,165,3890,12996,8233,589,1508,11509,14643,315,50.222315693,308.42337106
Scolarité,Secondaire V,182,82,750,8213,4689,465,1276,6831,7550,58,52.647381962,280.7373618
Scolarité,Collégiale,49,25,30,3436,1386,186,569,2541,2571,4,52.917253521,261.45461659
Scolarité,Universitaire,38,18,7,2039,731,89,646,1436,1486,0,54.710814511,244.95687885
Scolarité,Inconnue,235,106,10563,8096,5833,1549,2420,11195,15187,1291,44.575468122,266.11231142
Diplôme maximum obtenu,Aucun diplôme,422,247,7501,17167,10965,936,2815,16395,20843,695,49.510097213,301.49564961
Diplôme maximum obtenu,Secondaire - DES,107,50,310,6026,2896,302,679,4630,5061,32,51.698173563,271.86915695
Diplôme maximum obtenu,Secondaire - DEP,25,11,78,1473,1070,101,106,1349,1409,3,55.860768673,304.42857143
Diplôme maximum obtenu,Secondaire - ASP,3,4,13,131,90,4,15,100,145,0,55.604081633,309.64081633
Diplôme maximum obtenu,Collégial - AEC,8,4,1,445,257,35,72,382,368,0,54.077333333,248.34533333
Diplôme maximum obtenu,Collégial - DEC général,8,3,7,721,203,20,107,464,498,0,53.257796258,265.45218295
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,4,742,303,46,98,603,509,2,53.697841727,234.61690647
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,244,82,11,57,169,171,0,53.655882353,244.92647059
Diplôme maximum obtenu,Universitaire - Baccalauréat,11,6,4,817,265,41,234,596,548,0,54.666958042,230.52797203
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,5,2,0,128,59,10,59,107,97,0,56.093137255,213.54901961
Diplôme maximum obtenu,Inconnu,264,119,10577,9164,6310,1609,2847,11979,16064,1292,45.166316015,266.51356845
Durée cumulative,Premier mois,0,0,0,0,0,7,1,2,5,7,18,1
Durée cumulative,De 2 à 5 mois,0,0,0,1,0,71,11,28,44,66,21.291666667,3.4027777778
Durée cumulative,De 6 à 11 mois,0,0,0,1,0,98,8,40,59,90,21.333333333,8.4444444444
Durée cumulative,De 12 à 23 mois,0,0,0,1,3,213,15,80,137,177,25.516129032,17.377880184
Durée cumulative,De 24 à 47 mois,1,0,7,20,16,333,25,162,215,263,30.082228117,36.331564987
Durée cumulative,De 48 à 119 mois,91,59,2027,3946,2197,734,1332,3583,5471,1421,34.823172079,92.978462558
Durée cumulative,120 mois et plus,771,397,16461,33089,20284,1659,5697,32879,39782,0,50.738924595,309.4341256
Types de diagnostics,Visuel,863,0,0,0,0,0,138,372,491,6,51.207415991,298.7636153
Types de diagnostics,Auditif et de la parole,0,456,0,0,0,0,86,236,220,2,49.712719298,272.94078947
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18495,0,0,0,921,8583,9912,408,44.435631252,302.86271965
Types de diagnostics,Santé mentale,0,0,0,37058,0,0,3303,14900,22158,578,48.959468941,280.03024988
Types de diagnostics,Physique,0,0,0,0,22500,0,2396,11303,11197,156,52.479555556,285.72968889
Types de diagnostics,Autres,0,0,0,0,0,3115,245,1380,1735,874,44.574959872,177.89951846
Région,01 - Bas-Saint-Laurent,16,8,689,1088,715,93,17,1140,1469,63,50.04982752,301.3131468
Région,02 - Saguenay-Lac-Saint-Jean,29,13,828,1281,978,123,23,1502,1750,87,48.910209102,300.77706027
Région,03 - Capitale-Nationale,69,25,1407,3317,1569,255,228,2882,3760,134,49.768142126,299.52649804
Région,04 - Mauricie,34,19,938,1805,1060,118,70,1817,2157,67,49.404630096,302.64796175
Région,05 - Estrie,59,30,1503,2595,1588,231,241,2676,3330,132,48.733433233,286.65184815
Région,06 - Montréal,226,146,3461,10265,5479,677,4489,8650,11604,403,49.614397156,280.13760245
Région,07 - Outaouais,46,21,878,1702,1084,188,196,1821,2098,90,48.767287573,274.81398316
Région,08 - Abitibi-Témiscamingue,17,8,417,538,406,65,8,667,784,30,49.21984838,300.74362509
Région,09 - Côte-Nord,10,5,221,307,223,33,6,345,454,17,48.937421777,307.38297872
Région,10 - Nord-du-Québec,3,0,45,94,69,15,1,93,133,6,44.601769912,250.0840708
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,8,371,526,456,58,11,658,781,28,50.076441974,306.61987491
Région,12 - Chaudière-Appalaches,32,16,1056,1522,953,172,46,1696,2055,110,48.630765129,286.52545988
Région,13 - Laval,41,25,764,1304,890,122,702,1440,1706,107,47.781309599,250.64494596
Région,14 - Lanaudière,44,23,1155,1844,1386,230,140,2111,2571,178,46.857325929,271.09760786
Région,15 - Laurentides,38,21,1280,2370,1548,237,166,2529,2965,167,47.619767019,274.31488897
Région,16 - Montérégie,132,74,2771,5243,3248,385,686,5439,6414,334,47.63359487,272.69349532
Région,17 - Centre-du-Québec,46,14,671,1218,824,110,53,1262,1621,67,48.933749566,287.87582379
Région,Région inconnue,1,0,40,39,24,3,6,46,61,4,50.168224299,314.53271028
