Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,743,383,17754,35578,20443,2741,6095,33789,43853,1827,48.831895108,284.447464
Situation familiale,Couples sans enfants,66,25,551,872,1326,109,399,1618,1331,8,54.07799254,312.79857579
Situation familiale,Familles monoparentales,26,29,204,620,702,42,252,1386,237,2,45.377695625,229.86013555
Situation familiale,Couples avec enfants,29,15,116,227,392,22,291,324,477,4,46.702871411,232.00998752
Situation maritale,Adultes seuls,769,412,17958,36198,21145,2783,6347,35175,44090,1829,48.761168233,283.32975462
Situation maritale,Adultes avec conjoint à l’AFDR,63,15,289,603,1150,87,511,1092,1115,6,53.13729044,289.08971454
Situation maritale,Adultes avec conjoint au PRB,21,18,290,328,319,26,82,507,495,0,52.394211577,318.3502994
Situation maritale,Adultes avec conjoint hors Assistance sociale,11,7,88,168,249,18,97,343,198,6,50.114602588,279.62107209
Sexe,Hommes,491,219,10004,22199,11388,1597,3757,0,45898,1195,47.724911761,274.27103577
Sexe,Femmes,373,233,8621,15098,11475,1317,3280,37117,0,646,50.420588948,295.76539052
Âge,Moins de 20 ans,0,0,0,1,0,220,15,84,137,221,18.520361991,12.20361991
Âge,De 20 à 24 ans,8,3,439,598,156,416,111,562,1058,1620,23.162345679,67.658641975
Âge,De 25 à 29 ans,34,26,2173,2655,997,64,405,2157,3792,0,27.061859136,108.20709363
Âge,De 30 à 34 ans,49,37,2469,2668,1260,79,439,2479,4083,0,31.997714112,157.63395306
Âge,De 35 à 39 ans,69,45,2148,2937,1218,96,512,2472,4041,0,37.07139567,202.25195762
Âge,De 40 à 44 ans,85,32,2121,3735,1595,132,601,3037,4663,0,42.116883117,243.97493506
Âge,De 45 à 49 ans,88,57,2142,4288,2076,230,732,3813,5068,0,47.036707578,279.88976467
Âge,De 50 à 54 ans,104,49,1998,4532,2898,298,949,4710,5169,0,52.149711509,318.24243344
Âge,55 ans et plus,427,203,5135,15883,12663,1379,3273,17803,17887,0,60.260493135,362.86080134
Âge,35 ans et moins,100,72,5539,6434,2648,793,1046,5751,9835,1841,29.242012062,129.57769793
Âge,36 ans et plus,764,380,13086,30863,20215,2121,5991,31366,36063,0,53.481039315,319.54823592
Scolarité,Primaire,80,57,3253,2269,1656,201,667,3266,4250,350,46.225119745,290.44065993
Scolarité,Secondaire I à IV,281,166,3878,13108,8408,558,1485,11668,14731,270,50.352967915,308.76203644
Scolarité,Secondaire V,181,82,754,8242,4742,464,1274,6891,7574,53,52.718838576,280.68959558
Scolarité,Collégiale,46,24,31,3458,1385,182,571,2546,2580,2,52.844323059,261.09344518
Scolarité,Universitaire,39,15,7,2068,737,90,647,1440,1516,0,54.771989175,244.22192152
Scolarité,Inconnue,237,108,10702,8152,5935,1419,2393,11306,15247,1166,44.811471397,267.84148684
Diplôme maximum obtenu,Aucun diplôme,423,244,7492,17279,11198,869,2788,16590,20915,644,49.706385815,302.34515398
Diplôme maximum obtenu,Secondaire - DES,109,50,312,6038,2909,300,677,4662,5056,28,51.710742951,271.55711052
Diplôme maximum obtenu,Secondaire - DEP,23,12,77,1489,1076,102,106,1354,1425,2,55.750629723,304.00107953
Diplôme maximum obtenu,Secondaire - ASP,3,4,12,137,95,4,15,100,155,0,55.631372549,308.87843137
Diplôme maximum obtenu,Collégial - AEC,8,4,0,442,254,35,70,382,361,0,54.025572005,247.2705249
Diplôme maximum obtenu,Collégial - DEC général,7,3,7,727,204,19,108,464,503,0,53.246122027,264.89141675
Diplôme maximum obtenu,Collégial - DEC professionnel,8,9,5,738,301,44,96,596,509,1,53.577375566,234.31764706
Diplôme maximum obtenu,Universitaire - Certificat,3,1,0,242,86,12,58,176,168,0,53.834302326,243.01453488
Diplôme maximum obtenu,Universitaire - Baccalauréat,11,5,4,831,265,43,233,599,560,0,54.691113028,229.95168248
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,5,2,0,133,57,10,59,106,101,0,56.246376812,211.38164251
Diplôme maximum obtenu,Inconnu,264,118,10716,9241,6418,1476,2827,12088,16145,1166,45.396415542,268.18708603
Durée cumulative,Premier mois,0,0,0,0,0,8,1,2,6,8,18,1
