Caracteristique,Valeur,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee
Situation familiale,Personnes seules,78833,0,78833,113386708.95
Situation familiale,Couples sans enfants,3022,0,3022,3350650.8796
Situation familiale,Familles monoparentales,1676,2263,3939,2636419.3599
Situation familiale,Couples avec enfants,795,1381,2176,981325.77993
Situation maritale,Adultes seuls,80509,2263,82772,116023128.31
Situation maritale,Adultes avec conjoint à l’AFDR,2445,1162,3607,2779024.3097
Situation maritale,Adultes avec conjoint au PRB,1026,73,1099,1164748.4899
Situation maritale,Adultes avec conjoint hors Assistance sociale,346,146,492,388203.85996
Type de résidence,Locataire,27668,1976,29644,38724649.656
Type de résidence,Locataire HLM ou coopérative,12731,1100,13831,17771236.028
Type de résidence,Chambreur ou pensionnaire,39114,294,39408,59057043.757
Type de résidence,Temporairement sans adresse,572,0,572,852097.64995
Type de résidence,Propriété,2585,274,2859,3372112.4794
Type de résidence,En hébergement,1656,0,1656,577965.39993
Région,01 - Bas-Saint-Laurent,2718,75,2793,3892382.6096
Région,02 - Saguenay-Lac-Saint-Jean,3372,92,3464,4890080.3096
Région,03 - Capitale-Nationale,6847,184,7031,9697493.7491
Région,04 - Mauricie,4128,167,4295,5987437.7895
Région,05 - Estrie,6136,265,6401,8704615.3892
Région,06 - Montréal,20858,1170,22028,29723775.948
Région,07 - Outaouais,3976,227,4203,5671968.4395
Région,08 - Abitibi-Témiscamingue,1529,39,1568,2152083.6998
Région,09 - Côte-Nord,856,15,871,1214825.1899
Région,10 - Nord-du-Québec,239,5,244,345945.66998
Région,11 - Gaspésie-Îles-de-la-Madeleine,1472,51,1523,2096237.3798
Région,12 - Chaudière-Appalaches,3789,107,3896,5363109.4195
Région,13 - Laval,3103,149,3252,4482558.4997
Région,14 - Lanaudière,4645,187,4832,6626870.3594
Région,15 - Laurentides,5562,202,5764,7978261.8593
Région,16 - Montérégie,12007,586,12593,17137541.739
Région,17 - Centre-du-Québec,2981,123,3104,4234537.9195
Région,Région inconnue,108,0,108,155378.99999
Clientèle supplémentée,Allocations_aide_emploi,125,20,145,135996.08999
Clientèle supplémentée,Allocations_soutien,1121,31,1152,1749910.1999
Clientèle supplémentée,Revenus_travail,0,0,0,0
Clientèle supplémentée,Prestations_assurance_emploi,30,1,31,17999.209991
Clientèle supplémentée,Contribution_parentale,0,0,0,0
Clientèle supplémentée,Pension_alimentaire,0,0,0,0
Clientèle supplémentée,RRQ_invalidite,8007,280,8287,5765561.6064
Clientèle supplémentée,RRQ_retraite,11893,183,12076,16748633.075
Clientèle supplémentée,Revenus_autres,6064,238,6302,8142594.469
Clientèle supplémentée,Total_distinct,25750,588,26338,31106725.541
