Caracteristique,Valeur,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee
Situation familiale,Personnes seules,78976,0,78976,113482769.2
Situation familiale,Couples sans enfants,3035,0,3035,3373243.6296
Situation familiale,Familles monoparentales,1673,2237,3910,2630036.1799
Situation familiale,Couples avec enfants,785,1358,2143,970245.62993
Situation maritale,Adultes seuls,80649,2237,82886,116112805.38
Situation maritale,Adultes avec conjoint à l’AFDR,2477,1128,3605,2819752.1997
Situation maritale,Adultes avec conjoint au PRB,1028,74,1102,1168237.5999
Situation maritale,Adultes avec conjoint hors Assistance sociale,315,156,471,355499.45997
Type de résidence,Locataire,27832,1915,29747,38950192.086
Type de résidence,Locataire HLM ou coopérative,12745,1109,13854,17780884.398
Type de résidence,Chambreur ou pensionnaire,39082,301,39383,58914417.987
Type de résidence,Temporairement sans adresse,552,0,552,825238.55995
Type de résidence,Propriété,2607,270,2877,3404060.5394
Type de résidence,En hébergement,1651,0,1651,581501.06993
Région,01 - Bas-Saint-Laurent,2734,76,2810,3909755.6096
Région,02 - Saguenay-Lac-Saint-Jean,3392,92,3484,4927460.7096
Région,03 - Capitale-Nationale,6873,181,7054,9727434.0791
Région,04 - Mauricie,4134,167,4301,5999210.0895
Région,05 - Estrie,6161,272,6433,8708260.8392
Région,06 - Montréal,20874,1150,22024,29778925.418
Région,07 - Outaouais,3984,221,4205,5678262.2195
Région,08 - Abitibi-Témiscamingue,1533,35,1568,2162504.8098
Région,09 - Côte-Nord,859,14,873,1219749.6799
Région,10 - Nord-du-Québec,239,5,244,347644.56998
Région,11 - Gaspésie-Îles-de-la-Madeleine,1486,51,1537,2112481.2398
Région,12 - Chaudière-Appalaches,3821,102,3923,5421266.4494
Région,13 - Laval,3068,151,3219,4424075.0897
Région,14 - Lanaudière,4628,185,4813,6577582.8395
Région,15 - Laurentides,5589,200,5789,7977835.4193
Région,16 - Montérégie,12009,568,12577,17125811.429
Région,17 - Centre-du-Québec,2980,125,3105,4207724.1396
Région,Région inconnue,105,0,105,150310.00999
Clientèle supplémentée,Allocations_aide_emploi,128,24,152,137904.16998
Clientèle supplémentée,Allocations_soutien,1186,31,1217,1818268.5299
Clientèle supplémentée,Revenus_travail,0,0,0,0
Clientèle supplémentée,Prestations_assurance_emploi,19,0,19,12277.559997
Clientèle supplémentée,Contribution_parentale,0,0,0,0
Clientèle supplémentée,Pension_alimentaire,0,0,0,0
Clientèle supplémentée,RRQ_invalidite,8067,269,8336,5795921.7563
Clientèle supplémentée,RRQ_retraite,11925,180,12105,16796873.335
Clientèle supplémentée,Revenus_autres,5994,234,6228,8057079.119
Clientèle supplémentée,Total_distinct,25775,576,26351,31117740.141
