Caracteristique,Valeur,Nb_adultes,Nb_enfants,Nb_prestataires,Prestation_totale_versee
Situation familiale,Personnes seules,78590,0,78590,112962422.44
Situation familiale,Couples sans enfants,3015,0,3015,3351089.3296
Situation familiale,Familles monoparentales,1699,2299,3998,2673638.2499
Situation familiale,Couples avec enfants,805,1386,2191,986447.49993
Situation maritale,Adultes seuls,80289,2299,82588,115636060.69
Situation maritale,Adultes avec conjoint à l’AFDR,2370,1120,3490,2698193.7597
Situation maritale,Adultes avec conjoint au PRB,1036,78,1114,1180717.5899
Situation maritale,Adultes avec conjoint hors Assistance sociale,414,188,602,458625.47995
Type de résidence,Locataire,27415,1989,29404,38367913.616
Type de résidence,Locataire HLM ou coopérative,12687,1110,13797,17726651.508
Type de résidence,Chambreur ou pensionnaire,39153,312,39465,59059444.847
Type de résidence,Temporairement sans adresse,573,0,573,850161.50995
Type de résidence,Propriété,2605,274,2879,3403853.2994
Type de résidence,En hébergement,1676,0,1676,565572.73994
Région,01 - Bas-Saint-Laurent,2704,83,2787,3853704.6296
Région,02 - Saguenay-Lac-Saint-Jean,3337,89,3426,4866040.1396
Région,03 - Capitale-Nationale,6805,182,6987,9652051.5092
Région,04 - Mauricie,4082,178,4260,5909141.6095
Région,05 - Estrie,6147,270,6417,8697159.7992
Région,06 - Montréal,20766,1186,21952,29621092.288
Région,07 - Outaouais,3976,225,4201,5709045.3094
Région,08 - Abitibi-Témiscamingue,1523,39,1562,2137670.3798
Région,09 - Côte-Nord,856,13,869,1217079.3799
Région,10 - Nord-du-Québec,242,7,249,350449.12998
Région,11 - Gaspésie-Îles-de-la-Madeleine,1483,51,1534,2104893.2298
Région,12 - Chaudière-Appalaches,3784,109,3893,5342738.4995
Région,13 - Laval,3128,158,3286,4499899.7297
Région,14 - Lanaudière,4637,183,4820,6582098.5595
Région,15 - Laurentides,5585,211,5796,7976194.9493
Région,16 - Montérégie,11993,569,12562,17067134.439
Région,17 - Centre-du-Québec,2950,132,3082,4225379.4295
Région,Région inconnue,111,0,111,161824.50999
Clientèle supplémentée,Allocations_aide_emploi,120,14,134,137431.91999
Clientèle supplémentée,Allocations_soutien,1145,28,1173,1745541.7399
Clientèle supplémentée,Revenus_travail,0,0,0,0
Clientèle supplémentée,Prestations_assurance_emploi,32,4,36,23367.87999
Clientèle supplémentée,Contribution_parentale,0,0,0,0
Clientèle supplémentée,Pension_alimentaire,0,0,0,0
Clientèle supplémentée,RRQ_invalidite,7966,294,8260,5737461.6664
Clientèle supplémentée,RRQ_retraite,11810,181,11991,16658429.045
Clientèle supplémentée,Revenus_autres,6266,294,6560,8380661.3689
Clientèle supplémentée,Total_distinct,25773,634,26407,31161921.141
