Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,739,385,17609,35373,20072,2963,6153,33448,43693,2065,48.632141144,283.36980335
Situation familiale,Couples sans enfants,62,27,538,883,1320,113,422,1621,1322,7,54.049949032,311.66055046
Situation familiale,Familles monoparentales,27,30,213,602,677,42,238,1348,243,3,45.045254557,228.0194846
Situation familiale,Couples avec enfants,29,13,113,213,366,21,272,306,449,4,46.535099338,230.98543046
Situation maritale,Adultes seuls,766,415,17822,35975,20749,3005,6391,34796,43936,2068,48.559658081,282.25129553
Situation maritale,Adultes avec conjoint à l’AFDR,60,15,267,577,1072,84,499,1029,1046,7,53.196626506,287.87325301
Situation maritale,Adultes avec conjoint au PRB,21,18,289,337,320,29,86,512,502,0,52.545364892,319.33431953
Situation maritale,Adultes avec conjoint hors Assistance sociale,10,7,95,182,294,21,109,386,223,4,50.146141215,279.91625616
Sexe,Hommes,490,219,9908,22190,11146,1754,3785,0,45707,1368,47.510315707,273.34049489
Sexe,Femmes,367,236,8565,14881,11289,1385,3300,36723,0,711,50.264085178,294.64493642
Âge,Moins de 20 ans,0,0,0,2,0,339,30,122,219,341,18.504398827,11.988269795
Âge,De 20 à 24 ans,6,3,414,600,154,561,119,589,1149,1738,23.037974684,65.807249712
Âge,De 25 à 29 ans,32,28,2146,2737,928,63,401,2155,3779,0,27.065385912,108.28328278
Âge,De 30 à 34 ans,50,36,2480,2740,1282,85,455,2521,4152,0,32.002098007,158.15420351
Âge,De 35 à 39 ans,71,48,2173,2873,1223,90,519,2443,4035,0,37.048626119,202.68694041
Âge,De 40 à 44 ans,83,35,2095,3691,1583,136,619,3030,4593,0,42.095238095,244.35051817
Âge,De 45 à 49 ans,85,52,2166,4355,2077,218,728,3797,5156,0,47.022785658,280.81816151
Âge,De 50 à 54 ans,110,49,1992,4553,2769,304,917,4660,5117,0,52.121509666,318.43704613
Âge,55 ans et plus,420,204,5007,15520,12419,1343,3297,17406,17507,0,60.30464297,363.59605305
Âge,35 ans et moins,97,73,5481,6623,2613,1063,1091,5859,10091,2079,29.137680251,128.63128527
Âge,36 ans et plus,760,382,12992,30448,19822,2076,5994,30864,35616,0,53.439470517,319.82778279
Scolarité,Primaire,80,60,3256,2281,1629,241,670,3257,4290,363,45.808665695,286.89572015
Scolarité,Secondaire I à IV,280,165,3902,12992,8197,591,1510,11498,14629,329,50.197037547,308.40448578
Scolarité,Secondaire V,178,81,744,8201,4682,468,1274,6806,7548,60,52.63431796,280.72843807
Scolarité,Collégiale,48,25,30,3440,1392,183,568,2540,2578,3,52.919695193,261.38921454
Scolarité,Universitaire,37,18,7,2040,733,91,645,1442,1484,0,54.698906357,244.43506494
Scolarité,Inconnue,234,106,10534,8117,5802,1565,2418,11180,15178,1324,44.532248274,265.89084908
Diplôme maximum obtenu,Aucun diplôme,420,247,7509,17158,10928,941,2816,16361,20842,715,49.475096094,301.34155848
