Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,734,383,17538,35255,19859,3007,6139,33230,43546,2088,48.553428155,283.07322601
Situation familiale,Couples sans enfants,62,28,527,874,1300,112,415,1599,1304,5,54.091629349,313.26317602
Situation familiale,Familles monoparentales,30,30,214,598,678,43,244,1348,245,4,45.183301946,228.23666039
Situation familiale,Couples avec enfants,28,14,113,216,374,19,279,317,447,4,46.612565445,230.44109948
Situation maritale,Adultes seuls,764,413,17752,35853,20537,3050,6383,34578,43791,2092,48.484923886,281.9585678
Situation maritale,Adultes avec conjoint à l’AFDR,59,16,265,565,1060,83,494,1013,1035,4,53.148925781,288.02197266
Situation maritale,Adultes avec conjoint au PRB,20,18,285,326,315,28,85,501,491,0,52.701612903,321.85887097
Situation maritale,Adultes avec conjoint hors Assistance sociale,11,8,90,199,299,20,115,402,225,5,50.256778309,281.19138756
Sexe,Hommes,490,217,9863,22175,11010,1787,3791,0,45542,1379,47.429823021,273.00125159
Sexe,Femmes,364,238,8529,14768,11201,1394,3286,36494,0,722,50.208417822,294.54836411
Âge,Moins de 20 ans,0,0,0,1,0,347,32,126,222,348,18.49137931,12.126436782
Âge,De 20 à 24 ans,7,2,407,578,138,621,128,596,1157,1753,22.997147747,65.353108956
Âge,De 25 à 29 ans,35,26,2116,2752,924,66,385,2160,3759,0,27.085318466,108.56377767
Âge,De 30 à 34 ans,48,38,2469,2803,1289,82,477,2530,4199,0,32.011888839,158.12929113
Âge,De 35 à 39 ans,73,44,2194,2872,1233,95,527,2452,4059,0,37.034096145,202.72293043
Âge,De 40 à 44 ans,82,38,2109,3647,1554,138,605,2986,4582,0,42.08615222,244.94780655
Âge,De 45 à 49 ans,88,50,2144,4426,2078,215,742,3795,5206,0,47.020997667,281.11954227
Âge,De 50 à 54 ans,109,50,1988,4521,2730,300,916,4626,5072,0,52.104763869,318.14343164
Âge,55 ans et plus,412,207,4965,15343,12265,1317,3265,17223,17286,0,60.323249008,364.17862007
Âge,35 ans et moins,103,73,5455,6686,2598,1132,1115,5890,10157,2101,29.158409672,128.80127127
Âge,36 ans et plus,751,382,12937,30257,19613,2049,5962,30604,35385,0,53.409659186,319.98358817
Scolarité,Primaire,81,61,3263,2279,1615,245,670,3239,4305,358,45.64673913,285.63693001
Scolarité,Secondaire I à IV,276,160,3903,12953,8092,593,1507,11395,14582,328,50.124610232,308.15598414
Scolarité,Secondaire V,180,84,747,8171,4659,468,1274,6792,7517,58,52.616535048,280.97882452
Scolarité,Collégiale,49,28,30,3423,1376,187,564,2531,2562,4,52.943451797,262.27567249
Scolarité,Universitaire,36,16,7,2044,737,91,648,1447,1484,0,54.707608325,244.96929376
Scolarité,Inconnue,232,106,10442,8073,5732,1597,2414,11090,15092,1353,44.420976243,265.37915362
Diplôme maximum obtenu,Aucun diplôme,420,245,7518,17095,10798,950,2809,16243,20783,708,49.383298223,300.93029223
Diplôme maximum obtenu,Secondaire - DES,104,53,312,6020,2897,304,680,4641,5049,36,51.696181631,272.21372549
Diplôme maximum obtenu,Secondaire - DEP,25,10,78,1470,1057,102,105,1329,1413,2,55.851568198,304.74617068
Diplôme maximum obtenu,Secondaire - ASP,3,4,12,132,87,4,16,95,147,0,55.739669421,311.45867769
Diplôme maximum obtenu,Collégial - AEC,8,4,1,445,251,34,71,382,361,0,54.149394347,250.62718708
Diplôme maximum obtenu,Collégial - DEC général,8,3,7,719,201,21,106,462,497,0,53.252346194,266.15849844
Diplôme maximum obtenu,Collégial - DEC professionnel,7,9,4,747,302,49,98,602,516,2,53.563506261,233.76207513
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,240,86,11,59,168,172,0,53.732352941,247.80588235
Diplôme maximum obtenu,Universitaire - Baccalauréat,11,6,4,825,265,42,239,603,550,0,54.57415438,230.22896791
